5.000000000000000000e-01,-1.750000000000000000e+00
5.000000000000000000e-01,-1.750000000000000000e+00
5.000000000000000000e-01,-1.750000000000000000e+00
5.000000000000000000e-01,-1.750000000000000000e+00
5.000000000000000000e-01,-1.750000000000000000e+00
5.000000000000000000e-01,-1.750000000000000000e+00
5.000000000000000000e-01,-1.750000000000000000e+00
5.000000000000000000e-01,-1.750000000000000000e+00
5.000000000000000000e-01,-1.750000000000000000e+00
5.000000000000000000e-01,-1.750000000000000000e+00
5.000000000000000000e-01,-1.750000000000000000e+00
5.000000000000000000e-01,-1.750000000000000000e+00
5.000000000000000000e-01,-1.750000000000000000e+00
5.000000000000000000e-01,-1.750000000000000000e+00
5.000000000000000000e-01,-1.750000000000000000e+00
5.000000000000000000e-01,-1.750000000000000000e+00
5.000000000000000000e-01,-1.750000000000000000e+00
5.000000000000000000e-01,-1.750000000000000000e+00
5.000000000000000000e-01,-1.750000000000000000e+00
5.000000000000000000e-01,-1.750000000000000000e+00
5.000000000000000000e-01,1.750000000000000000e+00
5.000000000000000000e-01,1.750000000000000000e+00
5.000000000000000000e-01,1.750000000000000000e+00
5.000000000000000000e-01,1.750000000000000000e+00
5.000000000000000000e-01,1.750000000000000000e+00
5.000000000000000000e-01,1.750000000000000000e+00
5.000000000000000000e-01,1.750000000000000000e+00
5.000000000000000000e-01,1.750000000000000000e+00
5.000000000000000000e-01,1.750000000000000000e+00
5.000000000000000000e-01,1.750000000000000000e+00
5.000000000000000000e-01,1.750000000000000000e+00
5.000000000000000000e-01,1.750000000000000000e+00
5.000000000000000000e-01,1.750000000000000000e+00
5.000000000000000000e-01,1.750000000000000000e+00
5.000000000000000000e-01,1.750000000000000000e+00
5.000000000000000000e-01,1.750000000000000000e+00
5.000000000000000000e-01,1.750000000000000000e+00
5.000000000000000000e-01,1.750000000000000000e+00
5.000000000000000000e-01,1.750000000000000000e+00
5.000000000000000000e-01,1.750000000000000000e+00
9.000000000000000222e-01,-2.217884057401551534e-01
9.000000000000000222e-01,-4.826907815966610116e-01
9.000000000000000222e-01,-6.574669558340953124e-01
9.000000000000000222e-01,-8.322431300715518177e-01
9.000000000000000222e-01,-9.968894001277193162e-01
9.000000000000000222e-01,-1.079168602757223594e+00
9.000000000000000222e-01,-1.112253647359454867e+00
9.000000000000000222e-01,-1.116693751884590302e+00
9.000000000000000222e-01,-1.105113591272090856e+00
9.000000000000000222e-01,-1.085199001418900133e+00
9.000000000000000222e-01,-1.061570760328834462e+00
9.000000000000000222e-01,-1.036953594757065833e+00
9.000000000000000222e-01,-1.012903716140979737e+00
9.000000000000000222e-01,-9.902612688394110130e-01
9.000000000000000222e-01,-9.694316388808067453e-01
9.000000000000000222e-01,-9.505602509715453952e-01
9.000000000000000222e-01,-9.336409888536234547e-01
9.000000000000000222e-01,-9.185831868893066243e-01
9.000000000000000222e-01,-9.052527318060825667e-01
9.000000000000000222e-01,-8.934969773316673303e-01
9.000000000000000222e-01,-8.831595457860432763e-01
9.000000000000000222e-01,-8.740888279284148021e-01
9.000000000000000222e-01,-8.661425769085023818e-01
9.000000000000000222e-01,-8.591901039615696956e-01
9.000000000000000222e-01,-8.531130245042700677e-01
9.000000000000000222e-01,-8.478051505924835141e-01
9.000000000000000222e-01,-8.431719026827373398e-01
9.000000000000000222e-01,-8.391294724385538473e-01
9.000000000000000222e-01,-8.356038788565758324e-01
9.000000000000000222e-01,-8.325300033656218845e-01
9.000000000000000222e-01,-8.298506537756490387e-01
9.000000000000000222e-01,-8.275156845141142803e-01
9.000000000000000222e-01,-8.254811865691066286e-01
9.000000000000000222e-01,-8.237087519890460285e-01
9.000000000000000222e-01,-8.221648126409802915e-01
9.000000000000000222e-01,-8.208200499823672391e-01
9.000000000000000222e-01,-8.196488709685869622e-01
9.000000000000000222e-01,-8.186289445762623407e-01
9.000000000000000222e-01,-8.177407931546868403e-01
9.000000000000000222e-01,-8.169674330000429308e-01
9.000000000000000222e-01,-8.162940587546942961e-01
9.000000000000000222e-01,-8.157077667599172965e-01
9.000000000000000222e-01,-8.151973128008301872e-01
9.000000000000000222e-01,-8.147529001855506881e-01
